

=== Predictions on test data ===

 inst#     actual  predicted error prediction
  9128        1:? 1:temporal       0.63 
  9129        1:? 1:temporal       0.812 
  9130        1:? 2:atempora       0.985 
  9131        1:? 2:atempora       1 
  9132        1:? 2:atempora       0.839 
  9133        1:? 2:atempora       1 
  9134        1:? 2:atempora       0.913 
  9135        1:? 1:temporal       0.968 
  9136        1:? 2:atempora       0.512 
  9137        1:? 2:atempora       1 
  9138        1:? 1:temporal       0.63 
  9139        1:? 2:atempora       0.999 
  9140        1:? 2:atempora       0.996 
  9141        1:? 2:atempora       1 
  9142        1:? 2:atempora       0.639 
  9143        1:? 1:temporal       0.575 
  9144        1:? 1:temporal       0.544 
  9145        1:? 2:atempora       1 
  9146        1:? 2:atempora       0.718 
  9147        1:? 2:atempora       0.998 
  9148        1:? 2:atempora       1 
  9149        1:? 2:atempora       0.859 
  9150        1:? 2:atempora       0.631 
  9151        1:? 2:atempora       0.758 
  9152        1:? 2:atempora       1 
  9153        1:? 2:atempora       1 
  9154        1:? 2:atempora       0.977 
  9155        1:? 2:atempora       1 
  9156        1:? 2:atempora       0.982 
  9157        1:? 2:atempora       0.998 
  9158        1:? 1:temporal       0.712 
  9159        1:? 1:temporal       0.63 
  9160        1:? 1:temporal       0.912 
  9161        1:? 2:atempora       1 
  9162        1:? 2:atempora       0.988 
  9163        1:? 2:atempora       0.907 
  9164        1:? 1:temporal       0.999 
  9165        1:? 2:atempora       0.99 
  9166        1:? 2:atempora       1 
  9167        1:? 2:atempora       0.972 
  9168        1:? 1:temporal       0.898 
  9169        1:? 2:atempora       0.81 
  9170        1:? 2:atempora       0.976 
  9171        1:? 2:atempora       0.997 
  9172        1:? 2:atempora       1 
  9173        1:? 1:temporal       0.54 
  9174        1:? 2:atempora       1 
  9175        1:? 2:atempora       0.658 
  9176        1:? 2:atempora       0.941 
  9177        1:? 2:atempora       1 
  9178        1:? 2:atempora       0.547 
  9179        1:? 1:temporal       0.854 
  9180        1:? 2:atempora       0.865 
  9181        1:? 2:atempora       0.907 
  9182        1:? 2:atempora       0.999 
  9183        1:? 2:atempora       0.867 
  9184        1:? 1:temporal       0.63 
  9185        1:? 2:atempora       0.996 
  9186        1:? 2:atempora       0.966 
  9187        1:? 2:atempora       0.678 
  9188        1:? 1:temporal       0.532 
  9189        1:? 2:atempora       1 
  9190        1:? 2:atempora       0.994 
  9191        1:? 1:temporal       1 
  9192        1:? 1:temporal       0.984 
  9193        1:? 1:temporal       0.849 
  9194        1:? 1:temporal       0.63 
  9195        1:? 2:atempora       0.52 
  9196        1:? 2:atempora       0.983 
  9197        1:? 1:temporal       0.54 
  9198        1:? 2:atempora       0.872 
  9199        1:? 1:temporal       0.63 
  9200        1:? 1:temporal       0.557 
  9201        1:? 2:atempora       0.992 
  9202        1:? 1:temporal       0.532 
  9203        1:? 2:atempora       1 
  9204        1:? 2:atempora       0.977 
  9205        1:? 2:atempora       0.678 
  9206        1:? 2:atempora       1 
  9207        1:? 2:atempora       0.797 
  9208        1:? 2:atempora       0.999 
  9209        1:? 2:atempora       1 
  9210        1:? 2:atempora       0.865 
  9211        1:? 1:temporal       0.63 
  9212        1:? 2:atempora       1 
  9213        1:? 2:atempora       0.984 
  9214        1:? 2:atempora       0.984 
  9215        1:? 2:atempora       1 
  9216        1:? 2:atempora       0.99 
  9217        1:? 2:atempora       0.999 
  9218        1:? 2:atempora       0.996 
  9219        1:? 1:temporal       0.854 
  9220        1:? 1:temporal       0.547 
  9221        1:? 2:atempora       1 
  9222        1:? 2:atempora       1 
  9223        1:? 2:atempora       1 
  9224        1:? 2:atempora       0.722 
  9225        1:? 2:atempora       0.988 
  9226        1:? 2:atempora       1 
  9227        1:? 2:atempora       0.989 
  9228        1:? 1:temporal       0.959 
  9229        1:? 2:atempora       0.998 
  9230        1:? 2:atempora       0.864 
  9231        1:? 2:atempora       0.979 
  9232        1:? 2:atempora       0.851 
  9233        1:? 1:temporal       0.63 
  9234        1:? 2:atempora       0.998 
  9235        1:? 2:atempora       0.718 
  9236        1:? 2:atempora       0.999 
  9237        1:? 2:atempora       0.951 
  9238        1:? 2:atempora       1 
  9239        1:? 1:temporal       0.63 
  9240        1:? 1:temporal       0.921 
  9241        1:? 1:temporal       0.63 
  9242        1:? 2:atempora       0.999 
  9243        1:? 1:temporal       0.626 
  9244        1:? 1:temporal       0.532 
  9245        1:? 1:temporal       0.528 
  9246        1:? 2:atempora       0.998 
  9247        1:? 2:atempora       0.978 
  9248        1:? 2:atempora       0.77 
  9249        1:? 1:temporal       0.63 
  9250        1:? 2:atempora       0.678 
  9251        1:? 2:atempora       0.687 
  9252        1:? 2:atempora       1 
  9253        1:? 2:atempora       0.999 
  9254        1:? 2:atempora       1 
  9255        1:? 2:atempora       1 
  9256        1:? 1:temporal       0.825 
  9257        1:? 1:temporal       0.965 
  9258        1:? 2:atempora       0.867 
  9259        1:? 2:atempora       0.678 
  9260        1:? 2:atempora       0.629 
  9261        1:? 2:atempora       0.991 
  9262        1:? 2:atempora       0.979 
  9263        1:? 2:atempora       1 
  9264        1:? 2:atempora       1 
  9265        1:? 1:temporal       0.855 
  9266        1:? 2:atempora       1 
  9267        1:? 2:atempora       1 
  9268        1:? 2:atempora       0.985 
  9269        1:? 2:atempora       0.949 
  9270        1:? 1:temporal       0.63 
  9271        1:? 2:atempora       0.898 
  9272        1:? 2:atempora       0.995 
  9273        1:? 1:temporal       0.63 
  9274        1:? 2:atempora       0.863 
  9275        1:? 2:atempora       0.756 
  9276        1:? 2:atempora       0.982 
  9277        1:? 1:temporal       0.84 
  9278        1:? 2:atempora       0.997 
  9279        1:? 2:atempora       1 
  9280        1:? 2:atempora       0.994 
  9281        1:? 2:atempora       0.995 
  9282        1:? 1:temporal       0.623 
  9283        1:? 2:atempora       1 
  9284        1:? 2:atempora       1 
  9285        1:? 1:temporal       0.84 
  9286        1:? 2:atempora       1 
  9287        1:? 2:atempora       1 
  9288        1:? 2:atempora       1 
  9289        1:? 1:temporal       0.918 
  9290        1:? 2:atempora       1 
  9291        1:? 2:atempora       1 
  9292        1:? 2:atempora       1 
  9293        1:? 1:temporal       0.854 
  9294        1:? 1:temporal       0.935 
  9295        1:? 1:temporal       0.593 
  9296        1:? 2:atempora       0.972 
  9297        1:? 1:temporal       0.646 
  9298        1:? 2:atempora       0.882 
  9299        1:? 1:temporal       0.54 
  9300        1:? 2:atempora       0.559 
  9301        1:? 2:atempora       0.521 
  9302        1:? 2:atempora       0.992 
  9303        1:? 2:atempora       0.656 
  9304        1:? 1:temporal       0.634 
  9305        1:? 2:atempora       0.839 
  9306        1:? 2:atempora       1 
  9307        1:? 1:temporal       0.898 
  9308        1:? 2:atempora       0.759 
  9309        1:? 2:atempora       0.993 
  9310        1:? 2:atempora       0.996 
  9311        1:? 1:temporal       0.898 
  9312        1:? 2:atempora       0.979 
  9313        1:? 2:atempora       0.999 
  9314        1:? 2:atempora       0.986 
  9315        1:? 2:atempora       1 
  9316        1:? 2:atempora       0.81 
  9317        1:? 2:atempora       1 
  9318        1:? 1:temporal       0.708 
  9319        1:? 2:atempora       0.96 
  9320        1:? 2:atempora       1 
  9321        1:? 2:atempora       0.639 
  9322        1:? 2:atempora       0.929 
  9323        1:? 2:atempora       0.998 
  9324        1:? 2:atempora       0.771 
  9325        1:? 2:atempora       0.816 
  9326        1:? 2:atempora       0.943 
  9327        1:? 2:atempora       0.718 
  9328        1:? 2:atempora       0.999 
  9329        1:? 2:atempora       0.996 
  9330        1:? 2:atempora       0.718 
  9331        1:? 2:atempora       0.999 
  9332        1:? 1:temporal       0.63 
  9333        1:? 1:temporal       0.981 
  9334        1:? 1:temporal       0.619 
  9335        1:? 2:atempora       1 
  9336        1:? 2:atempora       0.978 
  9337        1:? 2:atempora       0.858 
  9338        1:? 2:atempora       1 
  9339        1:? 1:temporal       0.993 
  9340        1:? 2:atempora       0.566 
  9341        1:? 2:atempora       0.872 
  9342        1:? 2:atempora       0.97 
  9343        1:? 1:temporal       0.939 
  9344        1:? 2:atempora       0.994 
  9345        1:? 2:atempora       1 
  9346        1:? 2:atempora       0.998 
  9347        1:? 2:atempora       1 
  9348        1:? 2:atempora       0.839 
  9349        1:? 2:atempora       0.81 
  9350        1:? 2:atempora       0.845 
  9351        1:? 2:atempora       0.796 
  9352        1:? 2:atempora       0.663 
  9353        1:? 1:temporal       0.726 
  9354        1:? 2:atempora       0.999 
  9355        1:? 2:atempora       0.566 
  9356        1:? 2:atempora       0.879 
  9357        1:? 2:atempora       0.995 
  9358        1:? 2:atempora       1 
  9359        1:? 2:atempora       0.979 
  9360        1:? 2:atempora       0.865 
  9361        1:? 2:atempora       1 
  9362        1:? 2:atempora       1 
  9363        1:? 2:atempora       0.97 
  9364        1:? 1:temporal       0.784 
  9365        1:? 1:temporal       0.826 
  9366        1:? 2:atempora       0.998 
  9367        1:? 2:atempora       1 
  9368        1:? 2:atempora       1 
  9369        1:? 2:atempora       0.916 
  9370        1:? 1:temporal       0.54 
  9371        1:? 1:temporal       0.739 
  9372        1:? 2:atempora       1 
  9373        1:? 1:temporal       0.63 
  9374        1:? 1:temporal       0.84 
  9375        1:? 1:temporal       0.898 
  9376        1:? 2:atempora       0.867 
  9377        1:? 2:atempora       1 
  9378        1:? 2:atempora       0.994 
  9379        1:? 2:atempora       0.997 
  9380        1:? 1:temporal       0.881 
  9381        1:? 2:atempora       0.938 
  9382        1:? 2:atempora       0.969 
  9383        1:? 2:atempora       0.64 
  9384        1:? 2:atempora       0.965 
  9385        1:? 1:temporal       0.54 
  9386        1:? 2:atempora       0.893 
  9387        1:? 1:temporal       0.894 
  9388        1:? 2:atempora       1 
  9389        1:? 2:atempora       1 
  9390        1:? 2:atempora       0.995 
  9391        1:? 2:atempora       0.592 
  9392        1:? 2:atempora       1 
  9393        1:? 2:atempora       0.74 
  9394        1:? 1:temporal       0.63 
  9395        1:? 2:atempora       0.678 
  9396        1:? 2:atempora       0.994 
  9397        1:? 2:atempora       0.81 
  9398        1:? 1:temporal       0.997 
  9399        1:? 2:atempora       0.759 
  9400        1:? 2:atempora       0.924 
  9401        1:? 2:atempora       1 
  9402        1:? 2:atempora       0.972 
  9403        1:? 2:atempora       0.94 
  9404        1:? 1:temporal       0.634 
  9405        1:? 1:temporal       0.898 
  9406        1:? 2:atempora       0.589 
  9407        1:? 1:temporal       0.712 
  9408        1:? 1:temporal       0.665 
  9409        1:? 1:temporal       0.993 
  9410        1:? 2:atempora       1 
  9411        1:? 2:atempora       0.766 
  9412        1:? 2:atempora       0.981 
  9413        1:? 2:atempora       0.979 
  9414        1:? 1:temporal       0.63 
  9415        1:? 2:atempora       0.798 
  9416        1:? 2:atempora       0.851 
  9417        1:? 2:atempora       0.999 
  9418        1:? 2:atempora       1 
  9419        1:? 2:atempora       1 
  9420        1:? 2:atempora       1 
  9421        1:? 2:atempora       0.678 
  9422        1:? 2:atempora       0.996 
  9423        1:? 1:temporal       0.991 
  9424        1:? 2:atempora       0.997 
  9425        1:? 2:atempora       0.993 
  9426        1:? 2:atempora       0.99 
  9427        1:? 2:atempora       0.869 
  9428        1:? 2:atempora       1 
  9429        1:? 2:atempora       0.81 
  9430        1:? 2:atempora       0.994 
  9431        1:? 2:atempora       0.927 
  9432        1:? 2:atempora       0.678 
  9433        1:? 1:temporal       0.778 
  9434        1:? 1:temporal       0.63 
  9435        1:? 2:atempora       0.969 
  9436        1:? 2:atempora       0.994 
  9437        1:? 2:atempora       0.999 
  9438        1:? 2:atempora       0.678 
  9439        1:? 2:atempora       0.964 
  9440        1:? 1:temporal       0.663 
  9441        1:? 2:atempora       1 
  9442        1:? 1:temporal       0.641 
  9443        1:? 1:temporal       0.63 
  9444        1:? 1:temporal       0.84 
  9445        1:? 2:atempora       1 
  9446        1:? 1:temporal       0.63 
  9447        1:? 2:atempora       0.744 
  9448        1:? 2:atempora       0.758 
  9449        1:? 2:atempora       0.559 
  9450        1:? 2:atempora       0.739 
  9451        1:? 1:temporal       0.537 
  9452        1:? 2:atempora       0.678 
  9453        1:? 1:temporal       0.995 
  9454        1:? 1:temporal       0.54 
  9455        1:? 2:atempora       0.678 
  9456        1:? 1:temporal       0.63 
  9457        1:? 2:atempora       0.718 
  9458        1:? 2:atempora       1 
  9459        1:? 2:atempora       1 
  9460        1:? 1:temporal       0.923 
  9461        1:? 2:atempora       0.999 
  9462        1:? 2:atempora       1 
  9463        1:? 2:atempora       1 
  9464        1:? 2:atempora       0.962 
  9465        1:? 1:temporal       0.63 
  9466        1:? 2:atempora       0.907 
  9467        1:? 2:atempora       0.986 
  9468        1:? 1:temporal       0.54 
  9469        1:? 2:atempora       0.905 
  9470        1:? 2:atempora       0.995 
  9471        1:? 2:atempora       0.654 
  9472        1:? 2:atempora       0.907 
  9473        1:? 2:atempora       0.969 
