

=== Predictions on test data ===

 inst#     actual  predicted error prediction
  6480        1:? 2:atempora       0.587 
  6481        1:? 2:atempora       0.927 
  6482        1:? 2:atempora       0.725 
  6483        1:? 1:temporal       0.693 
  6484        1:? 2:atempora       0.575 
  6485        1:? 1:temporal       0.61 
  6486        1:? 1:temporal       0.73 
  6487        1:? 2:atempora       0.543 
  6488        1:? 1:temporal       0.603 
  6489        1:? 1:temporal       0.547 
  6490        1:? 1:temporal       0.775 
  6491        1:? 1:temporal       0.601 
  6492        1:? 2:atempora       0.627 
  6493        1:? 1:temporal       0.702 
  6494        1:? 1:temporal       0.585 
  6495        1:? 1:temporal       0.6 
  6496        1:? 1:temporal       0.58 
  6497        1:? 2:atempora       0.65 
  6498        1:? 1:temporal       0.547 
  6499        1:? 1:temporal       0.583 
  6500        1:? 2:atempora       0.738 
  6501        1:? 1:temporal       0.643 
  6502        1:? 1:temporal       0.516 
  6503        1:? 1:temporal       0.659 
  6504        1:? 1:temporal       0.686 
  6505        1:? 2:atempora       0.515 
  6506        1:? 1:temporal       0.672 
  6507        1:? 1:temporal       0.655 
  6508        1:? 1:temporal       0.547 
  6509        1:? 1:temporal       0.547 
  6510        1:? 2:atempora       0.51 
  6511        1:? 2:atempora       0.538 
  6512        1:? 1:temporal       0.638 
  6513        1:? 1:temporal       0.673 
  6514        1:? 2:atempora       0.537 
  6515        1:? 1:temporal       0.583 
  6516        1:? 1:temporal       0.527 
  6517        1:? 1:temporal       0.762 
  6518        1:? 2:atempora       0.566 
  6519        1:? 2:atempora       0.556 
  6520        1:? 1:temporal       0.661 
  6521        1:? 2:atempora       0.558 
  6522        1:? 1:temporal       0.542 
  6523        1:? 1:temporal       0.574 
  6524        1:? 2:atempora       0.558 
  6525        1:? 2:atempora       0.711 
  6526        1:? 1:temporal       0.679 
  6527        1:? 1:temporal       0.547 
  6528        1:? 2:atempora       0.543 
  6529        1:? 2:atempora       0.745 
  6530        1:? 1:temporal       0.587 
  6531        1:? 1:temporal       0.766 
  6532        1:? 2:atempora       0.9 
  6533        1:? 2:atempora       0.629 
  6534        1:? 2:atempora       0.725 
  6535        1:? 2:atempora       0.536 
  6536        1:? 1:temporal       0.547 
  6537        1:? 2:atempora       0.696 
  6538        1:? 2:atempora       0.526 
  6539        1:? 2:atempora       0.558 
  6540        1:? 2:atempora       0.796 
  6541        1:? 1:temporal       0.619 
  6542        1:? 1:temporal       0.764 
  6543        1:? 1:temporal       0.722 
  6544        1:? 1:temporal       0.744 
  6545        1:? 2:atempora       0.548 
  6546        1:? 2:atempora       0.549 
  6547        1:? 1:temporal       0.542 
  6548        1:? 2:atempora       0.65 
  6549        1:? 2:atempora       0.54 
  6550        1:? 1:temporal       0.527 
  6551        1:? 2:atempora       0.515 
  6552        1:? 2:atempora       0.662 
  6553        1:? 2:atempora       0.557 
  6554        1:? 1:temporal       0.589 
  6555        1:? 2:atempora       0.662 
  6556        1:? 2:atempora       0.606 
  6557        1:? 2:atempora       0.538 
  6558        1:? 1:temporal       0.767 
  6559        1:? 1:temporal       0.583 
  6560        1:? 2:atempora       0.707 
  6561        1:? 2:atempora       0.531 
  6562        1:? 1:temporal       0.695 
  6563        1:? 1:temporal       0.574 
  6564        1:? 1:temporal       0.608 
  6565        1:? 2:atempora       0.554 
  6566        1:? 1:temporal       0.611 
  6567        1:? 2:atempora       0.893 
  6568        1:? 1:temporal       0.636 
  6569        1:? 2:atempora       0.668 
  6570        1:? 1:temporal       0.768 
  6571        1:? 1:temporal       0.638 
  6572        1:? 1:temporal       0.574 
  6573        1:? 2:atempora       0.654 
  6574        1:? 1:temporal       0.507 
  6575        1:? 2:atempora       0.729 
  6576        1:? 1:temporal       0.773 
  6577        1:? 2:atempora       0.744 
  6578        1:? 1:temporal       0.583 
  6579        1:? 2:atempora       0.758 
  6580        1:? 2:atempora       0.729 
  6581        1:? 2:atempora       0.77 
  6582        1:? 2:atempora       0.582 
  6583        1:? 1:temporal       0.547 
  6584        1:? 2:atempora       0.594 
  6585        1:? 2:atempora       0.558 
  6586        1:? 2:atempora       0.662 
  6587        1:? 1:temporal       0.722 
  6588        1:? 2:atempora       0.583 
  6589        1:? 2:atempora       0.563 
  6590        1:? 1:temporal       0.52 
  6591        1:? 2:atempora       0.661 
  6592        1:? 1:temporal       0.584 
  6593        1:? 2:atempora       0.662 
  6594        1:? 1:temporal       0.679 
  6595        1:? 2:atempora       0.589 
  6596        1:? 2:atempora       0.628 
  6597        1:? 1:temporal       0.611 
  6598        1:? 1:temporal       0.674 
  6599        1:? 1:temporal       0.547 
  6600        1:? 1:temporal       0.632 
  6601        1:? 2:atempora       0.666 
  6602        1:? 1:temporal       0.638 
  6603        1:? 2:atempora       0.645 
  6604        1:? 2:atempora       0.515 
  6605        1:? 1:temporal       0.721 
  6606        1:? 2:atempora       0.65 
  6607        1:? 1:temporal       0.638 
  6608        1:? 2:atempora       0.645 
  6609        1:? 1:temporal       0.583 
  6610        1:? 1:temporal       0.556 
  6611        1:? 1:temporal       0.727 
  6612        1:? 2:atempora       0.697 
  6613        1:? 1:temporal       0.823 
  6614        1:? 1:temporal       0.5 
  6615        1:? 1:temporal       0.583 
  6616        1:? 2:atempora       0.575 
  6617        1:? 2:atempora       0.571 
  6618        1:? 1:temporal       0.638 
  6619        1:? 1:temporal       0.574 
  6620        1:? 1:temporal       0.536 
  6621        1:? 2:atempora       0.558 
  6622        1:? 2:atempora       0.677 
  6623        1:? 1:temporal       0.539 
  6624        1:? 1:temporal       0.666 
  6625        1:? 1:temporal       0.541 
  6626        1:? 2:atempora       0.811 
  6627        1:? 2:atempora       0.619 
  6628        1:? 2:atempora       0.653 
  6629        1:? 2:atempora       0.534 
  6630        1:? 2:atempora       0.792 
  6631        1:? 2:atempora       0.677 
  6632        1:? 1:temporal       0.618 
  6633        1:? 1:temporal       0.589 
  6634        1:? 2:atempora       0.668 
  6635        1:? 1:temporal       0.548 
  6636        1:? 2:atempora       0.82 
  6637        1:? 2:atempora       0.541 
  6638        1:? 1:temporal       0.519 
  6639        1:? 2:atempora       0.578 
  6640        1:? 1:temporal       0.583 
  6641        1:? 1:temporal       0.528 
  6642        1:? 1:temporal       0.626 
  6643        1:? 1:temporal       0.536 
  6644        1:? 1:temporal       0.69 
  6645        1:? 1:temporal       0.55 
  6646        1:? 2:atempora       0.56 
  6647        1:? 2:atempora       0.8 
  6648        1:? 1:temporal       0.661 
  6649        1:? 2:atempora       0.524 
  6650        1:? 2:atempora       0.541 
  6651        1:? 1:temporal       0.632 
  6652        1:? 2:atempora       0.662 
  6653        1:? 2:atempora       0.737 
  6654        1:? 1:temporal       0.526 
  6655        1:? 1:temporal       0.59 
  6656        1:? 1:temporal       0.576 
  6657        1:? 1:temporal       0.518 
  6658        1:? 1:temporal       0.641 
  6659        1:? 1:temporal       0.804 
  6660        1:? 1:temporal       0.606 
  6661        1:? 2:atempora       0.515 
  6662        1:? 2:atempora       0.862 
  6663        1:? 2:atempora       0.58 
  6664        1:? 2:atempora       0.569 
  6665        1:? 2:atempora       0.513 
  6666        1:? 1:temporal       0.573 
  6667        1:? 2:atempora       0.512 
  6668        1:? 2:atempora       0.584 
  6669        1:? 1:temporal       0.638 
  6670        1:? 1:temporal       0.583 
  6671        1:? 2:atempora       0.605 
  6672        1:? 2:atempora       0.511 
  6673        1:? 2:atempora       0.545 
  6674        1:? 2:atempora       0.523 
  6675        1:? 2:atempora       0.678 
  6676        1:? 2:atempora       0.538 
  6677        1:? 2:atempora       0.567 
  6678        1:? 1:temporal       0.643 
  6679        1:? 2:atempora       0.524 
  6680        1:? 1:temporal       0.695 
  6681        1:? 2:atempora       0.537 
  6682        1:? 2:atempora       0.606 
  6683        1:? 2:atempora       0.58 
  6684        1:? 1:temporal       0.514 
  6685        1:? 2:atempora       0.542 
  6686        1:? 2:atempora       0.8 
  6687        1:? 2:atempora       0.552 
  6688        1:? 2:atempora       0.692 
  6689        1:? 2:atempora       0.541 
  6690        1:? 1:temporal       0.643 
  6691        1:? 1:temporal       0.666 
  6692        1:? 1:temporal       0.734 
  6693        1:? 1:temporal       0.547 
  6694        1:? 2:atempora       0.752 
  6695        1:? 1:temporal       0.639 
  6696        1:? 1:temporal       0.52 
  6697        1:? 2:atempora       0.543 
  6698        1:? 2:atempora       0.68 
  6699        1:? 1:temporal       0.513 
  6700        1:? 2:atempora       0.645 
  6701        1:? 2:atempora       0.547 
  6702        1:? 2:atempora       0.774 
  6703        1:? 2:atempora       0.521 
  6704        1:? 1:temporal       0.611 
  6705        1:? 1:temporal       0.58 
  6706        1:? 1:temporal       0.547 
  6707        1:? 1:temporal       0.58 
  6708        1:? 2:atempora       0.813 
  6709        1:? 1:temporal       0.632 
  6710        1:? 1:temporal       0.538 
  6711        1:? 2:atempora       0.628 
  6712        1:? 2:atempora       0.633 
  6713        1:? 1:temporal       0.656 
  6714        1:? 1:temporal       0.588 
  6715        1:? 2:atempora       0.518 
  6716        1:? 1:temporal       0.686 
  6717        1:? 2:atempora       0.523 
  6718        1:? 1:temporal       0.673 
  6719        1:? 1:temporal       0.583 
  6720        1:? 2:atempora       0.663 
  6721        1:? 1:temporal       0.679 
  6722        1:? 2:atempora       0.515 
  6723        1:? 2:atempora       0.54 
  6724        1:? 2:atempora       0.828 
  6725        1:? 1:temporal       0.683 
  6726        1:? 2:atempora       0.841 
  6727        1:? 2:atempora       0.559 
  6728        1:? 1:temporal       0.651 
  6729        1:? 1:temporal       0.648 
  6730        1:? 1:temporal       0.547 
  6731        1:? 1:temporal       0.646 
  6732        1:? 1:temporal       0.539 
  6733        1:? 1:temporal       0.547 
  6734        1:? 1:temporal       0.583 
  6735        1:? 1:temporal       0.643 
  6736        1:? 2:atempora       0.707 
  6737        1:? 1:temporal       0.505 
  6738        1:? 1:temporal       0.643 
  6739        1:? 1:temporal       0.5 
  6740        1:? 1:temporal       0.531 
  6741        1:? 2:atempora       0.656 
  6742        1:? 2:atempora       0.61 
  6743        1:? 2:atempora       0.538 
  6744        1:? 1:temporal       0.659 
  6745        1:? 1:temporal       0.507 
  6746        1:? 2:atempora       0.671 
  6747        1:? 2:atempora       0.666 
  6748        1:? 1:temporal       0.674 
  6749        1:? 1:temporal       0.516 
  6750        1:? 2:atempora       0.72 
  6751        1:? 1:temporal       0.599 
  6752        1:? 1:temporal       0.627 
  6753        1:? 1:temporal       0.734 
  6754        1:? 2:atempora       0.774 
  6755        1:? 1:temporal       0.651 
  6756        1:? 1:temporal       0.592 
  6757        1:? 1:temporal       0.574 
  6758        1:? 2:atempora       0.578 
  6759        1:? 2:atempora       0.549 
  6760        1:? 2:atempora       0.556 
  6761        1:? 1:temporal       0.578 
  6762        1:? 2:atempora       0.677 
  6763        1:? 1:temporal       0.526 
  6764        1:? 2:atempora       0.557 
  6765        1:? 2:atempora       0.573 
  6766        1:? 1:temporal       0.583 
  6767        1:? 2:atempora       0.545 
  6768        1:? 1:temporal       0.826 
  6769        1:? 1:temporal       0.595 
  6770        1:? 2:atempora       0.53 
  6771        1:? 2:atempora       0.525 
  6772        1:? 1:temporal       0.544 
  6773        1:? 1:temporal       0.62 
  6774        1:? 1:temporal       0.548 
  6775        1:? 2:atempora       0.696 
  6776        1:? 1:temporal       0.583 
  6777        1:? 1:temporal       0.819 
  6778        1:? 2:atempora       0.697 
  6779        1:? 2:atempora       0.581 
  6780        1:? 2:atempora       0.555 
  6781        1:? 1:temporal       0.637 
  6782        1:? 2:atempora       0.812 
  6783        1:? 2:atempora       0.647 
  6784        1:? 2:atempora       0.7 
  6785        1:? 2:atempora       0.752 
  6786        1:? 2:atempora       0.548 
  6787        1:? 1:temporal       0.514 
  6788        1:? 1:temporal       0.533 
  6789        1:? 2:atempora       0.71 
  6790        1:? 2:atempora       0.528 
  6791        1:? 1:temporal       0.576 
  6792        1:? 1:temporal       0.583 
  6793        1:? 1:temporal       0.58 
  6794        1:? 2:atempora       0.515 
  6795        1:? 1:temporal       0.666 
  6796        1:? 2:atempora       0.818 
  6797        1:? 2:atempora       0.728 
  6798        1:? 1:temporal       0.703 
  6799        1:? 1:temporal       0.791 
  6800        1:? 1:temporal       0.679 
  6801        1:? 1:temporal       0.5 
  6802        1:? 1:temporal       0.512 
  6803        1:? 1:temporal       0.684 
  6804        1:? 2:atempora       0.738 
  6805        1:? 2:atempora       0.816 
  6806        1:? 1:temporal       0.749 
  6807        1:? 2:atempora       0.712 
  6808        1:? 1:temporal       0.649 
  6809        1:? 2:atempora       0.629 
  6810        1:? 1:temporal       0.5 
  6811        1:? 2:atempora       0.538 
  6812        1:? 1:temporal       0.609 
  6813        1:? 2:atempora       0.533 
  6814        1:? 2:atempora       0.528 
  6815        1:? 1:temporal       0.583 
  6816        1:? 1:temporal       0.666 
  6817        1:? 2:atempora       0.65 
  6818        1:? 1:temporal       0.679 
  6819        1:? 1:temporal       0.589 
  6820        1:? 2:atempora       0.897 
